INDIVIDUAL_ID,ACCT_SUSPD_DATE
15571.0,2022-03-15
13448.0,2022-05-11
17085.0,2022-01-15
14468.0,2022-05-30
16395.0,2022-02-19
16485.0,2022-02-27
15878.0,2022-02-14
15860.0,2022-09-11
13373.0,2022-10-22
14608.0,2022-01-24
14896.0,2022-07-19
14717.0,2022-01-12
16964.0,2022-02-02
15983.0,2022-04-08
13782.0,2022-10-26
14454.0,2022-11-30
16718.0,2022-12-01
15751.0,2022-06-24
14546.0,2022-05-21
17848.0,2021-12-31
17561.0,2022-11-29
15547.0,2022-03-22
17969.0,2022-09-09
17406.0,2022-04-30
14479.0,2022-05-01
14548.0,2022-03-16
17916.0,2022-11-24
15822.0,2022-11-27
13211.0,2022-01-28
13319.0,2022-06-20
17610.0,2022-07-01
16773.0,2022-03-30
15479.0,2022-09-01
13890.0,2022-10-17
15641.0,2022-07-09
14123.0,2022-04-28
13019.0,2022-05-11
17858.0,2022-11-30
14940.0,2022-08-27
16686.0,2022-07-15
15691.0,2022-07-24
16436.0,2022-06-09
17530.0,2022-10-18
13491.0,2022-07-17
14003.0,2022-10-10
12839.0,2022-04-08
17557.0,2022-06-16
14738.0,2022-11-30
16124.0,2022-06-17
14113.0,2022-03-27
17739.0,2021-12-20
16556.0,2022-02-26
14695.0,2022-05-02
14828.0,2022-09-08
15115.0,2022-07-25
13693.0,2022-04-01
14955.0,2022-05-14
14037.0,2022-06-24
18077.0,2022-06-16
13905.0,2022-06-27
17508.0,2022-02-22
16768.0,2022-04-26
13984.0,2022-02-13
13495.0,2022-11-23
13190.0,2022-09-01
14408.0,2022-09-13
15358.0,2022-10-14
17707.0,2022-10-20
17044.0,2022-03-28
14471.0,2022-02-18
17436.0,2022-05-01
13234.0,2022-08-30
16404.0,2022-09-15
14574.0,2022-09-11
15716.0,2021-12-16
16684.0,2022-08-09
14540.0,2022-11-08
14307.0,2022-09-01
18219.0,2022-06-23
12747.0,2022-08-17
18162.0,2022-06-22
17441.0,2022-03-26
17988.0,2022-01-24
12600.0,2022-01-09
13206.0,2022-08-10
14512.0,2022-03-01
16353.0,2022-06-21
16018.0,2022-01-25
14670.0,2022-04-22
14590.0,2022-08-29
12677.0,2022-09-20
12424.0,2021-12-12
17457.0,2021-12-13
15421.0,2022-04-21
17990.0,2022-09-29
13148.0,2021-12-23
17364.0,2022-01-13
13042.0,2022-11-09
12443.0,2022-05-21
15694.0,2022-03-15
16717.0,2022-04-16
17231.0,2022-01-31
16702.0,2022-02-24
13267.0,2021-12-29
12540.0,2022-01-01
17270.0,2022-03-14
14209.0,2022-06-20
14763.0,2022-07-13
14013.0,2022-06-20
13393.0,2022-02-14
15369.0,2022-10-31
12358.0,2022-08-21
18259.0,2022-10-17
17047.0,2022-03-24
14136.0,2022-09-08
16735.0,2022-07-16
14215.0,2022-09-24
15971.0,2022-07-10
14295.0,2022-03-15
13382.0,2022-10-26
13025.0,2022-09-17
16013.0,2022-09-27
18002.0,2022-01-11
17854.0,2022-05-11
15079.0,2022-02-18
16029.0,2021-12-22
18271.0,2022-10-21
14290.0,2021-12-17
17268.0,2022-03-21
17067.0,2022-03-28
16560.0,2022-11-22
14861.0,2022-07-02
17371.0,2022-09-01
13091.0,2022-03-15
18145.0,2022-06-20
16400.0,2022-03-18
15093.0,2022-10-20
13643.0,2022-06-17
17852.0,2022-04-13
17213.0,2022-07-20
15456.0,2022-07-31
13571.0,2022-01-23
16732.0,2022-05-14
16940.0,2022-07-01
15162.0,2022-08-02
18203.0,2022-01-19
14494.0,2022-06-30
17978.0,2022-05-13
15031.0,2022-04-01
14085.0,2022-10-25
17230.0,2021-12-15
13915.0,2022-08-31
13410.0,2021-12-30
14925.0,2022-05-15
14063.0,2022-01-16
12785.0,2022-10-15
13081.0,2022-12-02
14605.0,2022-01-24
14337.0,2021-12-14
16703.0,2022-01-20
14285.0,2022-07-09
16892.0,2022-06-09
16523.0,2022-11-17
16805.0,2022-09-09
13204.0,2022-06-27
15924.0,2022-09-24
15823.0,2022-04-08
13576.0,2022-02-08
17178.0,2022-04-01
13798.0,2022-01-12
18275.0,2022-05-15
15317.0,2021-12-13
13855.0,2022-06-10
15298.0,2022-06-16
15903.0,2022-04-16
16822.0,2022-02-08
14864.0,2021-12-09
12746.0,2022-08-22
15674.0,2022-05-16
13414.0,2022-03-20
13902.0,2022-03-09
14679.0,2022-02-15
18070.0,2022-09-14
18252.0,2022-03-30
15935.0,2022-07-21
16253.0,2021-12-19
13883.0,2022-03-19
13136.0,2021-12-28
17531.0,2022-10-20
16853.0,2022-04-28
17340.0,2022-01-13
13112.0,2022-03-28
13557.0,2022-06-09
16204.0,2022-01-15
15633.0,2022-04-21
15203.0,2022-03-12
17612.0,2022-11-18
14907.0,2022-01-11
13107.0,2021-12-30
15137.0,2022-11-02
14817.0,2022-09-25
15181.0,2022-05-02
13872.0,2022-04-09
14267.0,2022-02-06
17188.0,2022-02-25
13455.0,2022-05-23
12487.0,2021-12-11
12896.0,2022-04-14
13114.0,2022-05-30
14291.0,2021-12-28
12712.0,2022-09-11
12472.0,2022-02-01
14732.0,2022-11-24
13202.0,2022-08-24
16945.0,2022-04-17
13672.0,2022-05-27
17929.0,2022-02-14
16771.0,2022-09-25
16782.0,2022-07-09
18051.0,2022-10-09
16912.0,2022-06-17
12924.0,2022-08-10
15403.0,2022-06-22
14173.0,2022-11-21
14211.0,2022-10-22
14593.0,2022-01-15
16802.0,2022-04-30
15302.0,2022-01-30
16709.0,2022-04-18
17954.0,2022-06-15
13727.0,2022-11-02
15911.0,2022-11-10
14990.0,2021-12-14
16705.0,2022-07-30
13141.0,2022-08-25
12709.0,2021-12-23
14171.0,2021-12-26
13983.0,2022-11-26
17296.0,2022-03-13
17631.0,2022-05-11
17449.0,2022-03-09
17184.0,2022-07-18
14107.0,2022-11-11
12917.0,2021-12-29
16755.0,2022-10-28
13825.0,2022-10-18
13770.0,2022-10-26
14505.0,2022-08-16
15441.0,2022-02-22
16933.0,2022-05-01
13426.0,2022-03-24
17043.0,2022-08-11
13498.0,2022-07-10
16186.0,2022-07-26
18065.0,2022-08-20
17880.0,2022-02-07
13848.0,2022-03-12
15077.0,2022-07-30
13728.0,2022-04-24
15209.0,2022-10-25
15841.0,2022-04-20
14134.0,2022-07-24
15465.0,2022-02-07
17603.0,2022-09-09
16143.0,2021-12-23
14942.0,2022-06-26
17861.0,2022-03-22
14293.0,2022-08-29
12978.0,2022-01-28
15039.0,2021-12-19
16843.0,2022-11-08
15858.0,2021-12-19
17388.0,2022-06-28
15085.0,2022-02-08
15642.0,2022-07-16
14099.0,2022-06-23
15854.0,2022-12-02
17027.0,2022-04-14
15889.0,2022-08-16
16748.0,2022-03-20
16057.0,2022-01-10
16459.0,2022-11-11
13173.0,2022-04-09
15805.0,2022-06-01
15912.0,2022-02-21
16596.0,2022-04-01
16663.0,2022-09-15
12989.0,2022-01-27
16985.0,2022-01-15
14648.0,2022-03-17
15573.0,2022-03-12
15367.0,2022-02-24
14062.0,2022-10-14
14043.0,2022-03-25
15157.0,2022-03-18
15623.0,2021-12-29
13831.0,2022-04-23
14626.0,2022-07-28
15916.0,2022-04-29
15032.0,2021-12-10
16670.0,2022-03-31
15882.0,2022-05-25
17032.0,2022-02-27
12979.0,2022-03-30
15738.0,2022-03-02
17239.0,2022-03-27
17675.0,2022-07-09
16901.0,2022-06-11
12933.0,2022-02-06
14507.0,2022-08-19
17696.0,2022-06-30
18276.0,2022-01-31
14081.0,2022-10-19
17351.0,2022-07-15
16450.0,2022-02-02
17627.0,2021-12-10
14389.0,2022-10-16
14194.0,2022-02-06
16798.0,2021-12-31
17512.0,2021-12-24
13542.0,2022-06-30
16905.0,2022-03-02
15494.0,2021-12-27
14702.0,2022-10-29
17165.0,2022-07-13
16293.0,2022-03-21
15769.0,2022-07-09
18172.0,2022-01-15
18268.0,2022-01-24
14519.0,2022-11-22
14191.0,2022-08-18
13077.0,2022-06-10
17344.0,2022-10-15
14643.0,2022-08-26
14319.0,2022-02-07
12957.0,2022-02-21
14577.0,2021-12-29
17409.0,2022-06-02
16470.0,2022-05-22
16191.0,2022-02-28
16580.0,2022-10-27
16365.0,2022-07-31
13418.0,2022-08-11
12854.0,2022-09-02
15197.0,2022-02-21
13953.0,2022-07-18
16917.0,2022-04-09
17681.0,2022-06-08
17677.0,2022-01-24
13874.0,2022-08-27
17645.0,2022-07-30
16094.0,2022-11-25
16220.0,2022-05-24
17083.0,2022-02-10
14298.0,2022-05-20
16952.0,2022-05-31
18094.0,2022-02-19
14627.0,2022-04-27
14625.0,2022-07-28
13415.0,2022-04-16
13668.0,2022-01-25
16512.0,2022-03-17
14790.0,2022-10-17
17487.0,2021-12-31
17958.0,2022-10-29
17754.0,2022-11-24
15898.0,2022-08-02
14130.0,2022-09-25
17860.0,2022-02-28
12664.0,2022-03-25
14685.0,2022-08-17
16719.0,2022-09-22
16442.0,2022-05-16
13317.0,2022-06-09
15196.0,2022-10-23
15956.0,2022-01-24
15169.0,2022-02-13
15503.0,2022-09-08
13026.0,2022-03-21
15144.0,2021-12-09
12843.0,2022-03-13
14161.0,2021-12-20
17172.0,2022-07-21
16830.0,2022-10-28
16127.0,2022-06-24
17539.0,2022-10-28
15944.0,2022-11-19
17211.0,2022-08-18
14514.0,2022-10-20
17066.0,2022-02-16
15850.0,2022-11-17
17290.0,2021-12-22
13735.0,2022-11-28
12681.0,2022-08-11
17802.0,2022-04-15
15628.0,2022-04-02
15446.0,2022-02-24
14525.0,2022-03-20
14751.0,2022-11-30
12683.0,2022-11-25
13087.0,2022-11-29
15562.0,2022-06-12
17819.0,2021-12-19
16409.0,2022-11-24
14466.0,2022-09-20
16725.0,2022-04-01
17799.0,2022-03-28
17910.0,2022-09-18
16551.0,2022-02-14
15577.0,2022-06-30
12346.0,2022-11-28
12439.0,2022-11-17
13462.0,2022-05-15
13013.0,2022-03-30
14977.0,2022-10-24
17886.0,2022-05-17
16769.0,2022-01-30
17075.0,2022-02-27
16190.0,2022-02-19
14032.0,2022-09-02
17825.0,2022-05-28
15329.0,2022-07-27
17908.0,2022-11-02
15534.0,2022-03-23
16327.0,2022-09-28
15920.0,2022-08-19
12613.0,2022-02-22
17318.0,2021-12-12
17965.0,2022-11-11
14401.0,2022-10-30
15188.0,2022-03-15
14372.0,2022-11-17
15015.0,2022-11-27
16206.0,2022-05-14
13510.0,2022-07-15
16019.0,2022-11-22
12926.0,2022-05-10
17623.0,2022-02-14
14796.0,2022-04-30
14042.0,2022-05-14
15867.0,2022-01-31
16125.0,2022-02-26
13591.0,2022-04-15
16280.0,2022-01-25
12920.0,2022-11-11
17866.0,2022-02-25
13577.0,2021-12-15
16064.0,2022-05-29
17416.0,2022-07-14
15640.0,2022-06-15
12992.0,2022-05-25
15672.0,2022-08-23
13000.0,2022-11-16
17012.0,2022-08-31
16098.0,2022-04-14
16554.0,2022-07-11
13004.0,2022-03-27
15838.0,2021-12-29
17572.0,2022-04-26
17251.0,2022-01-01
16858.0,2022-07-09
17082.0,2022-06-11
14607.0,2022-10-01
17262.0,2022-04-11
18220.0,2022-10-28
17625.0,2022-09-01
17233.0,2022-10-30
17095.0,2022-04-26
16713.0,2022-09-22
12941.0,2022-10-14
17596.0,2022-05-12
15812.0,2022-03-13
14966.0,2022-01-15
15070.0,2022-07-30
18260.0,2022-06-23
16749.0,2022-01-20
13405.0,2022-07-14
17797.0,2022-06-15
13823.0,2022-10-31
15566.0,2022-03-30
13050.0,2022-06-22
13756.0,2022-09-12
17816.0,2022-10-20
16308.0,2022-10-25
15785.0,2022-03-16
14897.0,2022-05-23
15527.0,2022-11-08
17368.0,2022-07-28
15637.0,2022-09-18
15393.0,2022-11-19
18177.0,2022-06-12
13473.0,2022-09-18
16605.0,2022-04-13
12956.0,2022-07-29
12971.0,2022-11-09
15394.0,2022-06-24
14460.0,2022-01-12
14769.0,2021-12-28
15312.0,2022-08-26
17646.0,2022-10-12
13952.0,2022-03-10
15713.0,2022-05-29
16366.0,2022-05-24
18286.0,2022-05-15
13047.0,2022-07-02
14869.0,2022-02-13
16197.0,2022-10-20
13074.0,2022-01-21
13289.0,2022-06-14
16119.0,2022-06-16
13769.0,2022-05-20
15184.0,2022-11-19
15499.0,2022-01-18
12586.0,2022-03-31
18012.0,2022-02-11
13403.0,2022-09-21
17833.0,2022-03-01
15222.0,2022-04-20
13178.0,2022-02-02
14415.0,2022-07-10
16195.0,2022-06-25
17776.0,2022-08-15
16569.0,2022-10-28
17469.0,2022-04-20
14055.0,2022-11-19
17873.0,2021-12-14
15044.0,2022-07-14
14329.0,2022-03-29
16694.0,2022-04-22
15055.0,2022-01-14
18144.0,2022-05-13
13008.0,2022-06-11
13941.0,2022-03-24
14092.0,2022-09-01
12867.0,2022-10-31
16742.0,2022-02-26
15498.0,2021-12-16
17402.0,2022-08-23
18201.0,2022-03-18
13225.0,2022-10-22
17662.0,2021-12-12
15863.0,2022-07-30
18186.0,2022-09-28
13875.0,2022-12-01
12557.0,2022-09-01
13266.0,2022-06-30
14484.0,2022-04-12
18097.0,2022-02-10
13520.0,2022-11-08
15862.0,2022-08-28
14422.0,2022-02-10
18006.0,2022-04-16
14095.0,2022-02-02
16908.0,2022-12-02
13427.0,2022-03-18
17103.0,2022-11-24
13203.0,2022-09-29
16439.0,2022-10-30
15270.0,2021-12-13
16661.0,2022-04-09
17400.0,2022-08-25
12997.0,2022-11-10
17526.0,2021-12-09
13039.0,2022-04-02
15428.0,2022-09-26
13834.0,2022-06-20
15782.0,2022-01-18
16720.0,2022-02-16
14112.0,2022-08-09
15321.0,2022-03-19
16148.0,2022-02-27
15879.0,2022-07-22
17638.0,2022-02-09
12708.0,2022-07-09
12826.0,2022-02-20
16772.0,2022-08-18
17927.0,2022-01-27
14083.0,2022-11-20
14555.0,2022-06-22
16296.0,2022-10-22
18036.0,2022-11-18
13921.0,2022-05-27
12455.0,2022-07-29
13995.0,2022-10-21
12422.0,2022-09-24
16600.0,2022-04-18
17028.0,2022-09-16
16222.0,2022-11-11
15497.0,2022-03-13
14949.0,2022-07-21
17324.0,2022-02-20
15409.0,2022-08-13
13327.0,2022-11-17
13781.0,2022-07-18
16592.0,2022-11-19
14105.0,2022-01-17
13847.0,2021-12-13
15518.0,2022-04-10
17624.0,2022-09-15
13871.0,2022-10-19
12609.0,2021-12-25
14404.0,2022-09-13
13111.0,2022-07-23
16282.0,2022-04-19
14119.0,2022-05-21
17182.0,2022-10-09
14819.0,2022-01-27
14480.0,2022-01-19
17888.0,2022-06-28
15810.0,2021-12-22
17632.0,2022-06-17
18251.0,2022-08-02
12440.0,2022-09-10
18190.0,2022-09-26
13082.0,2022-08-29
15064.0,2022-07-11
14477.0,2022-10-24
14151.0,2022-07-24
12539.0,2022-02-09
13287.0,2022-01-26
13821.0,2022-07-29
16792.0,2022-02-11
17807.0,2022-03-21
14839.0,2022-05-29
17950.0,2022-05-28
16875.0,2021-12-29
13901.0,2022-10-28
14198.0,2022-08-15
15521.0,2022-08-22
18171.0,2022-11-29
16017.0,2022-06-21
13253.0,2022-06-17
13338.0,2021-12-28
14969.0,2022-03-22
15865.0,2022-07-20
13610.0,2022-02-24
13965.0,2022-05-21
14954.0,2022-05-18
14210.0,2022-01-10
17362.0,2022-03-15
18008.0,2022-04-11
17753.0,2022-09-26
17941.0,2022-07-23
17404.0,2022-01-31
14541.0,2022-10-14
15266.0,2022-10-31
16641.0,2022-03-28
16862.0,2022-10-22
16888.0,2022-11-18
15622.0,2022-07-20
13594.0,2021-12-11
15874.0,2022-04-25
15100.0,2022-08-23
15324.0,2022-08-11
14465.0,2022-01-24
15152.0,2022-10-20
12678.0,2022-01-12
13749.0,2022-10-17
12648.0,2022-11-02
15586.0,2022-06-26
14045.0,2022-04-23
13360.0,2022-04-14
15827.0,2022-11-30
13854.0,2022-09-08
16103.0,2022-10-14
15607.0,2022-04-09
16027.0,2022-06-21
14327.0,2022-09-15
18170.0,2022-06-01
14016.0,2022-08-30
13044.0,2022-09-09
14573.0,2022-02-10
13259.0,2022-10-09
16109.0,2022-09-09
16787.0,2021-12-15
14849.0,2022-06-29
14532.0,2022-11-19
17323.0,2022-05-31
14160.0,2022-10-23
13762.0,2022-02-21
18231.0,2022-03-17
12951.0,2022-10-10
14091.0,2022-11-26
13634.0,2022-07-30
17222.0,2022-08-30
18242.0,2022-02-13
17147.0,2022-04-25
12959.0,2022-08-12
17113.0,2022-03-17
13709.0,2022-11-28
17139.0,2022-04-09
18115.0,2022-04-26
17529.0,2022-10-29
12549.0,2022-01-20
12875.0,2022-03-27
17740.0,2022-08-16
15549.0,2022-10-23
14984.0,2022-08-29
12406.0,2022-04-15
17023.0,2022-04-20
13433.0,2022-10-23
15186.0,2022-08-21
12939.0,2022-05-14
16841.0,2022-10-16
17945.0,2022-03-25
15002.0,2022-06-30
12623.0,2021-12-31
13622.0,2022-01-20
14225.0,2022-01-13
14241.0,2022-11-21
17352.0,2022-09-23
12649.0,2021-12-26
13696.0,2022-08-25
14137.0,2022-04-10
14154.0,2021-12-09
14826.0,2022-09-09
16585.0,2022-01-02
15513.0,2022-04-20
12647.0,2022-04-15
17962.0,2022-09-13
17757.0,2022-11-14
14146.0,2022-10-27
13929.0,2022-06-12
16304.0,2022-11-30
13152.0,2022-10-27
18041.0,2022-03-30
13787.0,2022-07-31
16414.0,2022-03-20
14256.0,2022-05-22
16660.0,2022-02-26
14423.0,2021-12-16
18134.0,2022-10-22
12644.0,2022-02-06
17496.0,2022-06-17
15605.0,2022-01-31
13233.0,2022-04-11
